ticket_id,text,coarse_category,issue_type,resolution,is_noisy
1049,emails delayed by several hours,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1050,VPN client says authentication failed but passwrod is correct,Network,vpn_connection_failure,"Restart the VPN client, confirm correct server region, and re-authenticate via SSO. If error 809 persists, check that UDP port 500/4500 is not blocked by local firewall.",True
1051,need access added to project shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1052,VPN client says authentication failed but passwrod is correct,Network,vpn_connection_failure,"Restart the VPN client, confirm correct server region, and re-authenticate via SSO. If error 809 persists, check that UDP port 500/4500 is not blocked by local firewall.",True
1053,"cant access okta dashboard, blank page after login",Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",False
1054,laptop wont turn on at all,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",False
1055,laptop wont turn on at all,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",False
1056,"cant acess okta dashboard, blank",Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",True
1057,single sign on redirect loop when logging into portal,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",False
1058,need to restore a folder from last week,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1059,laptop wont get an ip address on the corporate wifi,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1060,"Wifi shows connected with no internet, exclamation mark on icon",Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1061,internet dropping every 10 mins on wireless,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1062,account locked after too many login attempts,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",False
1063,not receiving mfa code on my phone,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",True
1064,"authenticator app out of sync, codes rejected",Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1065,connected to office wifi but no internet access,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1066,"locked out of my workstation, wrong password too many times",Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",False
1067,forgot my password and cant login,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",False
1068,"cant install software, admin rights required",Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1069,prints come out blank,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1070,outlook not syncing new emails,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",True
1071,video calls keep freezing due to slow connection,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",False
1072,printer not responding from my computer,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1073,need acess added to project shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",True
1074,mfa push notification never arrives,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",True
1075,screen flickering constantly on external display,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",False
1076,printer showing offline even though its on,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1077,mfa push notification never arrives,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1078,"cant access okta dashboard, blank page after login",Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",False
1079,laptop wont get an ip address on the corporate wifi,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",True
1080,emails delayed by several hours,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1081,screen flickering constantly on external display,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",True
1082,forgot my passwrod and cant login asap plz help ticket urgent,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",True
1083,need a license for project management tool,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",True
1084,"Wifi shows connected with no internet, exclamation",Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",True
1085,"Wifi shows connected with no internet, exclamation mark on icon",Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",False
1086,lost files after a sync error,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1087,software update keeps failing and rolling back,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1088,emails delayed by several hours,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1089,"cant install software, admin rights required",Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1090,monitor resolution keeps resetting,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",False
1091,printer not responding from my computer,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1092,lost my phone and cant complete two factor authentication,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1093,permission denied when opening team,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",True
1094,monitor resolution keeps resetting,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",False
1095,mfa push notification never arrives,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1096,accidentally deleted an important file need it back,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1097,mailbox stuck reconnecting to server,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",True
1098,update failed with error 0x80070002,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1099,prints come out blank asap plz help ticket urgent,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",True
1100,outlook keeps crashing on startup,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1101,accidentally deleted an important file,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",True
1102,pressed power button nothing happens,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",False
1103,need a license for project management tool,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",True
1104,laptop wont turn on at all,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",False
1105,cant connect to company vpn error code 809,Network,vpn_connection_failure,"Restart the VPN client, confirm correct server region, and re-authenticate via SSO. If error 809 persists, check that UDP port 500/4500 is not blocked by local firewall.",True
1106,lost my phone and cant complete two factor authentication,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1107,single sign on redirect loop when logging into portal,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",False
1108,not receiving mfa code on my phone,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1109,monitor resolution keeps resetting,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",False
1110,account locked after too many login attempts asap plz help ticket urgent,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",True
1111,need access added to project shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1112,compter stuck on boot loop restarting itself,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",True
1113,update failed with error 0x80070002,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1114,lost files after a sync error,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1115,mailbox stuck reconnecting to server,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1116,sent items not showing up in outlook,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1117,internert dropping every 10 mins,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",True
1118,"authenticator app out of sync, codes rejected",Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1119,printer showing offline even though its on,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1120,external monitor not detected when docked,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",False
1121,account locked after too many login attempts,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",False
1122,update failed with error 0x80070002,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1123,need acess to install adobe photoshop,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",True
1124,mailbox stuck reconnecting to server,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1125,sent items not showing up in outlook,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1126,printer showing offline even though its on,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",True
1127,"locked out of my workstation, wrong password too many times",Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",True
1128,compter stuck on boot loop restarting itself,Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",True
1129,sso token expired immediately after login,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",True
1130,internert dropping every 10 mins on wireless asap plz help ticket urgent,Network,wifi_no_internet,"Forget and rejoin the WiFi network, renew DHCP lease (ipconfig /release && /renew), and confirm the access point is on the latest firmware.",True
1131,outlook not syncing new emails,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",False
1132,video calls keep freezing due to slow connection,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",False
1133,cant see the shared drive that my team uses,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1134,need a license for project management tool,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1135,dont have access to the finance shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1136,sso says invalid session pls,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",True
1137,sent items not showing up in outlook asap plz help ticket urgent,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",True
1138,"authenticator app out of sync, codes rejected",Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1139,permission denied when opening team folder,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1140,forgot my passwrod and cant,Access_Login,password_reset,"Verify identity via registered MFA device, then trigger self-service password reset portal. If account is locked, unlock via IAM console after identity verification.",True
1141,need a license for project management tool,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",False
1142,cant see the shared drive that my team uses,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1143,outlook not syncing new emails,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",True
1144,external monitor not detected when docked,Hardware,monitor_no_display,"Reseat the display cable, verify dock firmware is current, and force-detect displays via display settings; swap cable/port to isolate faulty hardware.",False
1145,mfa push notification never arrives,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1146,sso token expired immediately after login,Access_Login,sso_login_error,"Clear browser cookies/cache for the identity provider domain, confirm system clock is correct, and retry. If persistent, check IdP status page for outages.",False
1147,software crashes with an unhandled exception error,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1148,printer not responding from my computer,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1149,prints come out blank,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",True
1150,printer showing offline even though,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",True
1151,need acess to install adobe photoshop,Software,software_install_request,"Submit software request through the self-service catalog for auto-approved titles; for licensed software, route to procurement for license allocation before install.",True
1152,need access added to project shared drive,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1153,outlook keeps crashing on startup,Software,app_crash,"Clear the application cache/profile, repair the Office installation, and check Event Viewer for the specific exception to identify a faulty add-in.",False
1154,permission denied when opening team folder,Account_Access_Data,shared_drive_access,"Verify correct security group membership in AD/IAM, request manager approval if not yet a member, and add user to the relevant access group.",False
1155,video calls keep freezing due,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",True
1156,cannot install latest security patch,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1157,prints come out blank,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1158,"authenticator app out of sync, codes rejected",Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1159,need to restore a folder from last week,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1160,printer showing offline even though its on,Hardware,printer_not_working,"Clear the print queue and restart the print spooler service, reinstall printer driver if offline persists, check toner/ink levels for blank output.",False
1161,outlook not syncing new emails,Account_Access_Data,email_not_syncing,"Check mailbox size against quota, repair the Outlook profile/OST file, and verify Exchange server connectivity status.",True
1162,mfa push notification never arrives,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1163,need backup restore for deleted documents,Account_Access_Data,data_recovery_request,"Check the recycle bin/OneDrive version history first; if unavailable, submit a backup restore request with file path and approximate deletion date.",False
1164,"black screen on startup, no bios logo",Hardware,laptop_wont_boot,"Confirm power adapter and battery health, attempt a hard reset (hold power 15s), and if no POST, escalate for hardware diagnostic/replacement.",False
1165,not receiving mfa code on my phone,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",False
1166,software update keeps failing and rolling back,Software,update_failure,"Run the Windows Update troubleshooter, clear the SoftwareDistribution cache, and retry; for persistent 0x8007xxxx errors, run DISM /RestoreHealth.",False
1167,not receiving mfa code on,Access_Login,mfa_issues,"Re-sync the authenticator app time, or issue a temporary bypass code after identity verification. For lost devices, de-register old device and enroll a new one via the security portal.",True
1168,video calls keep freezing due,Network,slow_network_speed,"Run a speed test from a wired connection to isolate WiFi vs WAN issues, check for bandwidth-heavy background syncs, and escalate to network team if WAN saturation confirmed.",True
